Epoch,Generator Loss,Discriminator Loss
0,0.8850186467170715,-0.03202153742313385
1,0.7581623196601868,-0.09032516181468964
2,0.40207359194755554,0.0019350051879882812
3,0.24696356058120728,-0.10400986671447754
4,0.18077075481414795,-0.05865961313247681
5,0.14117389917373657,0.1336875557899475
6,0.08057725429534912,0.10633218288421631
7,0.21465492248535156,-0.09762847423553467
8,0.30151867866516113,-0.0664486289024353
9,0.2663188576698303,-0.018337607383728027
10,0.1958211064338684,0.007772386074066162
11,0.13343393802642822,0.04881119728088379
12,0.12380820512771606,0.08754241466522217
13,-0.013444364070892334,0.022095143795013428
14,-0.1827283501625061,0.00942617654800415
15,-0.12646979093551636,0.059755802154541016
16,-0.06781977415084839,0.08991706371307373
17,-0.13554853200912476,-0.0017409920692443848
18,-0.2430102825164795,-0.10679757595062256
19,-0.20456421375274658,0.0435296893119812
20,-0.22078126668930054,0.02589237689971924
21,-0.45125824213027954,0.083834707736969
22,-0.34091848134994507,-0.0036317110061645508
23,-0.49007880687713623,0.052442312240600586
24,-0.5692786574363708,0.1768510341644287
25,-0.5542662143707275,-0.04823482036590576
26,-0.5239608287811279,-0.1135174036026001
27,-0.5197974443435669,-0.06392502784729004
28,-0.5890923738479614,0.03097391128540039
29,-0.754981279373169,-0.05068540573120117
30,-0.6407502889633179,-0.08809304237365723
31,-0.6853212714195251,-0.02371692657470703
32,-0.8732581734657288,0.15029442310333252
33,-0.9983269572257996,0.07139861583709717
34,-0.7849065065383911,-0.048925161361694336
35,-0.564687192440033,-0.10702192783355713
36,-0.6455591917037964,-0.11796337366104126
37,-0.7568782567977905,0.02254331111907959
38,-0.8131135702133179,-0.040192604064941406
39,-0.8072965145111084,-0.11189901828765869
40,-0.9838319420814514,-0.04298543930053711
41,-0.9665524959564209,0.07783353328704834
42,-1.0051090717315674,0.048061370849609375
43,-0.8769921660423279,-0.06353557109832764
44,-0.9810788631439209,-0.06632649898529053
45,-1.0599039793014526,0.10889315605163574
46,-0.9919158220291138,-0.028110623359680176
47,-0.9609432220458984,-0.12105143070220947
48,-1.022079586982727,-0.03823256492614746
49,-1.1205050945281982,-0.11632955074310303
50,-1.0386888980865479,-0.1208803653717041
51,-1.0191740989685059,-0.01940333843231201
52,-1.2147680521011353,0.10447037220001221
53,-1.0944327116012573,0.11776328086853027
54,-1.0872399806976318,-0.15557396411895752
55,-1.2029186487197876,-0.030550003051757812
56,-1.1949100494384766,-0.13349127769470215
57,-1.0893760919570923,-0.18793225288391113
58,-1.1920965909957886,0.008585214614868164
59,-1.1781095266342163,0.031148791313171387
60,-1.1372636556625366,-0.14586317539215088
61,-1.2175078392028809,0.04044604301452637
62,-1.0964579582214355,-0.06593084335327148
63,-1.0963261127471924,-0.04036986827850342
64,-1.3098386526107788,-0.06896376609802246
65,-1.2306833267211914,-0.050216078758239746
66,-1.2122526168823242,0.022994399070739746
67,-1.3439401388168335,-0.1631791591644287
68,-1.1969586610794067,-0.13730871677398682
69,-1.2051019668579102,-0.09800446033477783
70,-1.2884364128112793,-0.05489242076873779
71,-1.330325961112976,-0.064797043800354
72,-1.1951406002044678,0.03435826301574707
73,-1.2809438705444336,-0.07580304145812988
74,-1.3524996042251587,-0.004102826118469238
75,-1.295283555984497,0.021541118621826172
76,-1.1793644428253174,-0.07714211940765381
77,-1.2255244255065918,-0.04288434982299805
78,-1.2396105527877808,-0.19816935062408447
79,-1.2284748554229736,-0.14958405494689941
80,-1.2036607265472412,-0.03541922569274902
81,-1.2869027853012085,-0.009357571601867676
82,-1.2646632194519043,-0.09055030345916748
83,-1.313254475593567,-0.11040902137756348
84,-1.4039485454559326,-0.1251542568206787
85,-1.37799072265625,-0.016733288764953613
86,-1.428694248199463,0.0050754547119140625
87,-1.2130513191223145,-0.2182222604751587
88,-1.164878249168396,-0.0476917028427124
89,-1.2098369598388672,-0.018714427947998047
90,-1.3093297481536865,-0.09510016441345215
91,-1.1638468503952026,-0.09954893589019775
92,-1.3519651889801025,0.06246471405029297
93,-1.2371946573257446,-0.07352995872497559
94,-1.2105021476745605,-0.024007558822631836
95,-1.3115637302398682,-0.03412282466888428
96,-1.3569896221160889,-0.05852961540222168
97,-1.309454321861267,-0.29778313636779785
98,-1.2850594520568848,-0.10093307495117188
99,-1.4042459726333618,0.03281259536743164
100,-1.4944857358932495,-0.023964285850524902
101,-1.2604109048843384,-0.20163428783416748
102,-1.229677677154541,-0.20099186897277832
103,-1.1637755632400513,-0.07471215724945068
104,-1.1779414415359497,-0.09721684455871582
105,-1.4148370027542114,-0.020084142684936523
106,-1.1916152238845825,-0.1702965497970581
107,-1.390464186668396,-0.21985864639282227
108,-1.3556861877441406,-0.056264400482177734
109,-1.4400793313980103,-0.12248432636260986
110,-1.3289637565612793,-0.17112469673156738
111,-1.2538834810256958,-0.2828986644744873
112,-1.2327808141708374,0.0011675357818603516
113,-1.1528476476669312,-0.07282280921936035
114,-1.1135752201080322,-0.2085944414138794
115,-1.157410740852356,-0.26090097427368164
116,-1.1697101593017578,-0.1561497449874878
117,-1.304369568824768,-0.04085230827331543
118,-1.1032658815383911,-0.105033278465271
119,-0.993022084236145,-0.19035613536834717
120,-0.9990089535713196,0.0012204647064208984
121,-1.0280448198318481,-0.05300140380859375
122,-1.251137137413025,-0.11632370948791504
123,-1.1573747396469116,-0.21802175045013428
124,-1.2741444110870361,0.04361581802368164
125,-1.2121245861053467,-0.21144318580627441
126,-1.0750981569290161,-0.1789865493774414
127,-1.007061243057251,-0.16209495067596436
128,-1.1244639158248901,-0.16195619106292725
129,-1.1246883869171143,-0.04212081432342529
130,-1.1508067846298218,-0.07544887065887451
131,-1.1236621141433716,0.08597207069396973
132,-0.9430593252182007,-0.14643537998199463
133,-0.9588922262191772,-0.3207373023033142
134,-1.1512619256973267,-0.07511818408966064
135,-1.3151609897613525,-0.10179007053375244
136,-1.2854945659637451,-0.026746153831481934
137,-1.0687047243118286,-0.2439030408859253
138,-0.9684362411499023,-0.3106938600540161
139,-1.1477080583572388,-0.06326615810394287
140,-1.3109179735183716,0.075897216796875
141,-1.3398561477661133,-0.19792842864990234
142,-1.1092385053634644,-0.07144904136657715
143,-1.3066179752349854,0.0509413480758667
144,-1.1847997903823853,0.00821387767791748
145,-1.2277454137802124,-0.038028836250305176
146,-1.1976357698440552,-0.04279613494873047
147,-1.1922153234481812,-0.26872575283050537
148,-0.9843840003013611,-0.10262429714202881
149,-1.08773672580719,-0.18121761083602905
150,-1.0139939785003662,-0.3214099407196045
151,-1.1011931896209717,-0.07124626636505127
152,-1.2154853343963623,-0.18711423873901367
153,-1.1770668029785156,-0.2502899169921875
154,-1.0802016258239746,-0.09393298625946045
155,-1.1467583179473877,-0.16062498092651367
156,-1.4201732873916626,-0.02410757541656494
157,-1.3006359338760376,-0.14003384113311768
158,-1.0710409879684448,-0.35399556159973145
159,-1.086314082145691,-0.12696480751037598
160,-1.1996173858642578,0.0918428897857666
161,-1.155953288078308,0.17236077785491943
162,-1.3655953407287598,0.08659017086029053
163,-1.203125,-0.2705281972885132
164,-1.2841055393218994,-0.16478800773620605
165,-1.5100879669189453,-0.04083669185638428
166,-1.2360121011734009,-0.07009553909301758
167,-1.1937363147735596,-0.18538904190063477
168,-1.1054273843765259,0.06179451942443848
169,-1.0734647512435913,0.022545218467712402
170,-1.191527009010315,0.07088375091552734
171,-1.14705491065979,0.006717801094055176
172,-1.0810993909835815,-0.1848609447479248
173,-1.2742958068847656,0.11927711963653564
174,-1.2174880504608154,-0.0544431209564209
175,-1.3091228008270264,-0.09832358360290527
176,-1.2718461751937866,-0.15539813041687012
177,-1.2115693092346191,-0.026767849922180176
178,-1.3263729810714722,0.07673263549804688
179,-1.1604880094528198,0.1528528928756714
180,-1.1235560178756714,-0.018087387084960938
181,-1.2952500581741333,-0.001255035400390625
182,-1.4283924102783203,0.16051137447357178
183,-1.5310993194580078,-0.08609521389007568
184,-1.2827014923095703,-0.054003000259399414
185,-1.216698169708252,-0.1471041440963745
186,-1.6060867309570312,0.20959234237670898
187,-1.5274103879928589,0.023657798767089844
188,-1.362798810005188,-0.02170121669769287
189,-1.33340585231781,-0.2290632724761963
190,-1.2615923881530762,-0.20226800441741943
191,-1.3877300024032593,0.11789810657501221
192,-1.235879898071289,0.21369779109954834
193,-1.2704113721847534,0.059268832206726074
194,-1.19294273853302,0.12489569187164307
195,-1.2817703485488892,0.1007845401763916
196,-1.4726009368896484,0.07941246032714844
197,-1.4577696323394775,-0.13111472129821777
198,-1.492402195930481,-0.12347149848937988
199,-1.2705975770950317,0.04199814796447754
200,-1.3872056007385254,-0.15193259716033936
201,-1.1622682809829712,-0.11584305763244629
202,-1.247807264328003,0.17927134037017822
203,-1.3135148286819458,0.2937617301940918
204,-1.2658915519714355,-0.25067436695098877
205,-1.364738941192627,0.057257652282714844
206,-1.4599599838256836,-0.09991419315338135
207,-1.3571903705596924,0.06220972537994385
208,-1.3691755533218384,-0.00319826602935791
209,-1.225398063659668,-0.08280301094055176
210,-1.1793426275253296,0.0971670150756836
211,-1.2745565176010132,0.026240110397338867
212,-1.4812334775924683,0.12405025959014893
213,-1.1913927793502808,-0.016824007034301758
214,-1.2560681104660034,-0.17369091510772705
215,-1.1580567359924316,0.053552985191345215
216,-1.3337414264678955,0.16958892345428467
217,-1.3878148794174194,-0.055303096771240234
218,-1.3630260229110718,-0.018174409866333008
219,-1.3632382154464722,0.06347942352294922
220,-1.2541327476501465,-0.06752204895019531
221,-1.2667392492294312,-0.12117660045623779
222,-1.4628856182098389,0.1328808069229126
223,-1.4996293783187866,-0.06018221378326416
224,-1.3617192506790161,-0.09942209720611572
225,-1.196470856666565,-0.03832411766052246
226,-1.4418836832046509,0.14523732662200928
227,-1.5420726537704468,0.17995524406433105
228,-1.5232353210449219,0.19958841800689697
229,-1.451173186302185,-0.14312374591827393
230,-1.0653314590454102,-0.20825600624084473
231,-1.2358449697494507,0.025814175605773926
232,-1.3887180089950562,0.10390520095825195
233,-1.5117579698562622,0.034113526344299316
234,-1.437305212020874,0.07457852363586426
235,-1.5395722389221191,0.043286800384521484
236,-1.501103162765503,0.11186575889587402
237,-1.7812695503234863,-0.21994733810424805
238,-1.7133798599243164,0.07993018627166748
239,-1.6769795417785645,0.017564892768859863
240,-1.5414252281188965,0.03614985942840576
241,-1.373253583908081,-0.10355377197265625
242,-1.1626290082931519,-0.13734126091003418
243,-1.2400139570236206,-0.15935933589935303
244,-1.3702213764190674,0.015257954597473145
245,-1.5118831396102905,-0.03423106670379639
246,-1.549009084701538,0.06862390041351318
247,-1.5864169597625732,-0.0340571403503418
248,-1.5623159408569336,0.030902862548828125
249,-1.6590875387191772,0.02070033550262451
250,-1.502673625946045,0.011672496795654297
251,-1.503056287765503,-0.21400225162506104
252,-1.3410035371780396,0.03520917892456055
253,-1.3780831098556519,-0.2564023733139038
254,-1.5915638208389282,-0.001236557960510254
255,-1.4581362009048462,0.035750389099121094
256,-1.6217809915542603,-0.22221815586090088
257,-1.6791670322418213,0.050341129302978516
258,-1.644511103630066,0.16996526718139648
259,-1.7158781290054321,0.02929973602294922
260,-1.7516323328018188,-0.055182814598083496
261,-1.6179572343826294,-0.019241690635681152
262,-1.4918276071548462,-0.03573143482208252
263,-1.4347158670425415,-0.10867607593536377
264,-1.383490800857544,-0.04252433776855469
265,-1.223598599433899,-0.03461730480194092
266,-1.5499956607818604,-0.031449198722839355
267,-1.650465965270996,0.10913634300231934
268,-1.7693021297454834,-0.020398974418640137
269,-1.8818365335464478,-0.005447268486022949
270,-1.7451061010360718,-0.12373089790344238
271,-1.6901477575302124,-0.17419564723968506
272,-1.5281257629394531,-0.2196512222290039
273,-1.4993157386779785,0.15102875232696533
274,-1.5786316394805908,0.2675262689590454
275,-1.55622136592865,0.011993408203125
276,-1.4608997106552124,-0.10971677303314209
277,-1.7968246936798096,-0.22809231281280518
278,-1.6946150064468384,0.07827937602996826
279,-1.7673063278198242,0.079018235206604
280,-1.864593744277954,0.09485781192779541
281,-1.4928066730499268,-0.042383432388305664
282,-1.707697868347168,-0.3016784191131592
283,-1.7043219804763794,-0.2371511459350586
284,-1.8204529285430908,-0.1317441463470459
285,-1.7698521614074707,-0.06963562965393066
286,-1.6798020601272583,-0.06625223159790039
287,-1.7925604581832886,-0.22654056549072266
288,-1.8898621797561646,-0.05643272399902344
289,-1.920475959777832,-0.08113265037536621
290,-1.795285701751709,0.009636402130126953
291,-1.849699854850769,-0.06085681915283203
292,-1.9005109071731567,0.15036475658416748
293,-1.9827700853347778,0.09483397006988525
294,-1.7281557321548462,-0.136710524559021
295,-1.718455195426941,-0.07704174518585205
296,-1.9857109785079956,-0.012709379196166992
297,-1.969946265220642,0.052459001541137695
298,-1.7631925344467163,-0.2395474910736084
299,-1.8462954759597778,-0.23338985443115234
